"co_seq_territorio","sg_uf","co_municipio_ibge","co_macrorregional","no_macrorregional","co_cir","no_cir_padrao","no_municipio","co_regiao_brasil","co_uf_ibge","no_regiao_brasil","tp_territorio","nu_altitude","nu_latitude","nu_longitude","vl_area_km2","vl_idhm"
3418,PR,411420,4106,MACRORREGIONAL NOROESTE,41015,"15ª RS MARINGA",MANDAGUARI,4,41,SUL,municipio,741,-23.54459,-51.671027,335.80999755859375,0.751
5165,SP,353150,3530,RRAS13,35052,SUL - BARRETOS,MONTE AZUL PAULISTA,3,35,SUDESTE,municipio,611,-20.90649,-48.638717,263.4599914550781,0.753
5166,SP,353160,3532,RRAS11,35111,ALTA PAULISTA,MONTE CASTELO,3,35,SUDESTE,municipio,375,-21.298092,-51.567889,233.5500030517578,0.741
5167,SP,353170,3526,RRAS17,35171,ALTO VALE DO PARAIBA,MONTEIRO LOBATO,3,35,SUDESTE,municipio,685,-22.954413,-45.840661,332.739990234375,0.710
5168,SP,353180,3528,RRAS15,35072,REGIAO METROPOLITANA DE CAMPINAS,MONTE MOR,3,35,SUDESTE,municipio,560,-22.945043,-47.312182,240.57000732421875,0.733
5169,SP,353190,3530,RRAS13,35082,ALTA ANHANGUERA,MORRO AGUDO,3,35,SUDESTE,municipio,546,-20.728828,-48.058084,1388.1300048828125,0.712
5170,SP,353200,3528,RRAS15,35072,REGIAO METROPOLITANA DE CAMPINAS,MORUNGABA,3,35,SUDESTE,municipio,765,-22.881071,-46.789601,146.75,0.715
5171,SP,353205,3530,RRAS13,35031,CENTRAL DO DRS III,MOTUCA,3,35,SUDESTE,municipio,618,-21.510287,-48.153764,228.6999969482422,0.741
5172,SP,353210,3531,RRAS12,35022,LAGOS DO DRS II,MURUTINGA DO SUL,3,35,SUDESTE,municipio,409,-20.990803,-51.277389,250.8699951171875,0.726
5173,SP,353215,3532,RRAS11,35113,ALTO CAPIVARI,NANTES,3,35,SUDESTE,municipio,418,-22.615559,-51.239977,286.6499938964844,0.714
5174,SP,353220,3532,RRAS11,35112,ALTA SOROCABANA,NARANDIBA,3,35,SUDESTE,municipio,419,-22.405737,-51.527357,357.32000732421875,0.718
5175,SP,353230,3526,RRAS17,35174,VALE DO PARAIBA/REGIAO SERRANA,NATIVIDADE DA SERRA,3,35,SUDESTE,municipio,720,-23.370665,-45.446764,833.3699951171875,0.655
5176,SP,353240,3527,RRAS16,35071,BRAGANCA,NAZARE PAULISTA,3,35,SUDESTE,municipio,845,-23.174731,-46.398295,326.25,0.678
5177,SP,353250,3531,RRAS12,35155,SAO JOSE DO RIO PRETO,NEVES PAULISTA,3,35,SUDESTE,municipio,549,-20.842992,-49.635767,219.0500030517578,0.754
5178,SP,353260,3531,RRAS12,35157,VOTUPORANGA,NHANDEARA,3,35,SUDESTE,municipio,525,-20.69455,-50.043596,435.7699890136719,0.751
5179,SP,353270,3531,RRAS12,35156,JOSE BONIFACIO,NIPOA,3,35,SUDESTE,municipio,439,-20.911397,-49.783278,137.61000061035156,0.713
5180,SP,353280,3531,RRAS12,35155,SAO JOSE DO RIO PRETO,NOVA ALIANCA,3,35,SUDESTE,municipio,464,-21.015649,-49.498642,217.5500030517578,0.738
5181,SP,353282,3519,RRAS8,35162,ITAPEVA,NOVA CAMPINA,3,35,SUDESTE,municipio,848,-24.122367,-48.902179,385.3800048828125,0.651
5182,SP,353284,3531,RRAS12,35152,SANTA FE DO SUL,NOVA CANAA PAULISTA,3,35,SUDESTE,municipio,401,-20.383625,-50.948264,124.47000122070312,0.715
5183,SP,353286,3531,RRAS12,35021,CENTRAL DO DRS II,NOVA CASTILHO,3,35,SUDESTE,municipio,420,-20.761492,-50.347741,183.39999389648438,0.756
5184,SP,353290,3530,RRAS13,35032,CENTRO OESTE DO DRS III,NOVA EUROPA,3,35,SUDESTE,municipio,490,-21.77647,-48.570468,160.25,0.765
5185,SP,353300,3531,RRAS12,35155,SAO JOSE DO RIO PRETO,NOVA GRANADA,3,35,SUDESTE,municipio,542,-20.532074,-49.312268,531.8800048828125,0.739
5186,SP,353310,3532,RRAS11,35111,ALTA PAULISTA,NOVA GUATAPORANGA,3,35,SUDESTE,municipio,382,-21.331968,-51.644655,34.15999984741211,0.726
5187,SP,353320,3531,RRAS12,35022,LAGOS DO DRS II,NOVA INDEPENDENCIA,3,35,SUDESTE,municipio,316,-21.10263,-51.490531,265.0299987792969,0.735
5188,SP,353325,3531,RRAS12,35151,CATANDUVA,NOVAIS,3,35,SUDESTE,municipio,555,-20.98928,-48.914091,117.7699966430664,0.719
5189,SP,353330,3531,RRAS12,35021,CENTRAL DO DRS II,NOVA LUZITANIA,3,35,SUDESTE,municipio,420,-20.855967,-50.261683,73.81999969482422,0.743
5191,SP,353350,3531,RRAS12,35151,CATANDUVA,NOVO HORIZONTE,3,35,SUDESTE,municipio,447,-21.465145,-49.223409,931.6699829101562,0.753
5192,SP,353360,3530,RRAS13,35082,ALTA ANHANGUERA,NUPORANGA,3,35,SUDESTE,municipio,775,-20.729619,-47.742942,348.2699890136719,0.746
5195,SP,353390,3530,RRAS13,35051,NORTE - BARRETOS,OLIMPIA,3,35,SUDESTE,municipio,506,-20.736634,-48.910625,802.6500244140625,0.773
5196,SP,353400,3531,RRAS12,35155,SAO JOSE DO RIO PRETO,ONDA VERDE,3,35,SUDESTE,municipio,534,-20.60423,-49.292925,242.30999755859375,0.738
5197,SP,353410,3533,RRAS10,35093,MARILIA,ORIENTE,3,35,SUDESTE,municipio,604,-22.154939,-50.097105,218.69000244140625,0.770
5198,SP,353420,3531,RRAS12,35155,SAO JOSE DO RIO PRETO,ORINDIUVA,3,35,SUDESTE,municipio,633,-20.18607,-49.346395,248.11000061035156,0.767
5199,SP,353430,3530,RRAS13,35082,ALTA ANHANGUERA,ORLANDIA,3,35,SUDESTE,municipio,695,-20.716925,-47.885205,291.7699890136719,0.780
5200,SP,353440,3522,RRAS5,35014,ROTA DOS BANDEIRANTES,OSASCO,3,35,SUDESTE,municipio,745,-23.53239,-46.791555,64.94999694824219,0.776
5201,SP,353450,3533,RRAS10,35093,MARILIA,OSCAR BRESSANE,3,35,SUDESTE,municipio,481,-22.314874,-50.281118,221.9499969482422,0.749
5202,SP,353460,3533,RRAS10,35091,ADAMANTINA,OSVALDO CRUZ,3,35,SUDESTE,municipio,485,-21.796753,-50.879288,248.1300048828125,0.762
5203,SP,353470,3533,RRAS10,35094,OURINHOS,OURINHOS,3,35,SUDESTE,municipio,483,-22.979695,-49.869702,295.82000732421875,0.778
5204,SP,353475,3531,RRAS12,35154,FERNANDOPOLIS,OUROESTE,3,35,SUDESTE,municipio,500,-20.006052,-50.376807,288.6499938964844,0.770
5205,SP,353480,3532,RRAS11,35111,ALTA PAULISTA,OURO VERDE,3,35,SUDESTE,municipio,350,-21.48715,-51.702398,266.7799987792969,0.692
5206,SP,353490,3533,RRAS10,35091,ADAMANTINA,PACAEMBU,3,35,SUDESTE,municipio,415,-21.562661,-51.265366,339.3800048828125,0.725
5207,SP,353500,3531,RRAS12,35155,SAO JOSE DO RIO PRETO,PALESTINA,3,35,SUDESTE,municipio,550,-20.390046,-49.430854,696.5599975585938,0.732
5208,SP,353510,3531,RRAS12,35151,CATANDUVA,PALMARES PAULISTA,3,35,SUDESTE,municipio,530,-21.085369,-48.803656,82.12999725341797,0.722
5209,SP,353520,3531,RRAS12,35153,JALES,PALMEIRA D'OESTE,3,35,SUDESTE,municipio,433,-20.414776,-50.763199,319.25,0.753
5210,SP,353530,3533,RRAS10,35092,ASSIS,PALMITAL,3,35,SUDESTE,municipio,508,-22.785849,-50.217964,548.22998046875,0.746
5211,SP,353540,3532,RRAS11,35111,ALTA PAULISTA,PANORAMA,3,35,SUDESTE,municipio,276,-21.353973,-51.856185,356.04998779296875,0.722
5212,SP,353550,3533,RRAS10,35092,ASSIS,PARAGUACU PAULISTA,3,35,SUDESTE,municipio,506,-22.411369,-50.57316,1001.2999877929688,0.762
5213,SP,353560,3526,RRAS17,35171,ALTO VALE DO PARAIBA,PARAIBUNA,3,35,SUDESTE,municipio,635,-23.387213,-45.663943,809.5800170898438,0.719
5214,SP,353570,3531,RRAS12,35151,CATANDUVA,PARAISO,3,35,SUDESTE,municipio,598,-21.015911,-48.776105,155.19000244140625,0.749
5215,SP,353580,3518,RRAS9,35061,VALE DO JURUMIRIM,PARANAPANEMA,3,35,SUDESTE,municipio,610,-23.386196,-48.721435,1018.719970703125,0.717
5216,SP,353590,3531,RRAS12,35153,JALES,PARANAPUA,3,35,SUDESTE,municipio,474,-20.104774,-50.588634,140.39999389648438,0.732
5217,SP,353600,3533,RRAS10,35095,TUPA,PARAPUA,3,35,SUDESTE,municipio,486,-21.779205,-50.794882,366.05999755859375,0.737
5218,SP,353610,3518,RRAS9,35063,POLO CUESTA,PARDINHO,3,35,SUDESTE,municipio,898,-23.084056,-48.367942,209.88999938964844,0.727
5219,SP,353620,3520,RRAS7,35121,VALE DO RIBEIRA,PARIQUERA-ACU,3,35,SUDESTE,municipio,39,-24.714652,-47.874152,359.3500061035156,0.736
5220,SP,353625,3531,RRAS12,35157,VOTUPORANGA,PARISI,3,35,SUDESTE,municipio,496,-20.303397,-50.016277,84.5199966430664,0.721
5221,SP,353630,3530,RRAS13,35081,TRES COLINAS,PATROCINIO PAULISTA,3,35,SUDESTE,municipio,743,-20.638361,-47.280124,602.8499755859375,0.730
5222,SP,353640,3532,RRAS11,35111,ALTA PAULISTA,PAULICEIA,3,35,SUDESTE,municipio,328,-21.315262,-51.832098,374.0899963378906,0.711
5224,SP,353657,3518,RRAS9,35062,BAURU,PAULISTANIA,3,35,SUDESTE,municipio,645,-22.576831,-49.400845,256.6499938964844,0.718
5225,SP,353660,3531,RRAS12,35155,SAO JOSE DO RIO PRETO,PAULO DE FARIA,3,35,SUDESTE,municipio,444,-20.029612,-49.400013,738.4000244140625,0.725
5226,SP,353670,3518,RRAS9,35062,BAURU,PEDERNEIRAS,3,35,SUDESTE,municipio,475,-22.351086,-48.778113,728.739990234375,0.739
5227,SP,353680,3527,RRAS16,35071,BRAGANCA,PEDRA BELA,3,35,SUDESTE,municipio,1120,-22.790174,-46.44555,158.58999633789062,0.677
5228,SP,353690,3531,RRAS12,35154,FERNANDOPOLIS,PEDRANOPOLIS,3,35,SUDESTE,municipio,475,-20.247378,-50.112937,260.19000244140625,0.742
5229,SP,353700,3530,RRAS13,35081,TRES COLINAS,PEDREGULHO,3,35,SUDESTE,municipio,1035,-20.253468,-47.47745,712.5999755859375,0.715
5231,SP,353715,3533,RRAS10,35092,ASSIS,PEDRINHAS PAULISTA,3,35,SUDESTE,municipio,330,-22.817378,-50.793287,152.50999450683594,0.774
5232,SP,353720,3520,RRAS7,35121,VALE DO RIBEIRA,PEDRO DE TOLEDO,3,35,SUDESTE,municipio,45,-24.276391,-47.23537,670.4400024414062,0.696
5233,SP,353730,3531,RRAS12,35023,CONSORCIOS DO DRS II,PENAPOLIS,3,35,SUDESTE,municipio,416,-21.414765,-50.076855,711.3499755859375,0.759
5234,SP,353740,3531,RRAS12,35022,LAGOS DO DRS II,PEREIRA BARRETO,3,35,SUDESTE,municipio,347,-20.636767,-51.112268,974.25,0.766
5235,SP,353750,3518,RRAS9,35063,POLO CUESTA,PEREIRAS,3,35,SUDESTE,municipio,490,-23.08037,-47.972005,223.13999938964844,0.736
5236,SP,353760,3520,RRAS7,35041,BAIXADA SANTISTA,PERUIBE,3,35,SUDESTE,municipio,5,-24.311974,-47.0012,324.54998779296875,0.749
5237,SP,353770,3531,RRAS12,35023,CONSORCIOS DO DRS II,PIACATU,3,35,SUDESTE,municipio,422,-21.592142,-50.600343,232.3300018310547,0.732
5238,SP,353780,3519,RRAS8,35163,SOROCABA,PIEDADE,3,35,SUDESTE,municipio,781,-23.713941,-47.425572,746.8699951171875,0.716
5239,SP,353790,3519,RRAS8,35163,SOROCABA,PILAR DO SUL,3,35,SUDESTE,municipio,689,-23.807716,-47.722151,681.1199951171875,0.690
5240,SP,353800,3526,RRAS17,35174,VALE DO PARAIBA/REGIAO SERRANA,PINDAMONHANGABA,3,35,SUDESTE,municipio,557,-22.92463,-45.461264,730.0,0.773
5241,SP,353810,3531,RRAS12,35151,CATANDUVA,PINDORAMA,3,35,SUDESTE,municipio,527,-21.1853,-48.90861,184.8300018310547,0.737
5242,SP,353820,3527,RRAS16,35071,BRAGANCA,PINHALZINHO,3,35,SUDESTE,municipio,910,-22.781115,-46.589679,154.52999877929688,0.725
5243,SP,353830,3532,RRAS11,35114,EXTREMO OESTE PAULISTA,PIQUEROBI,3,35,SUDESTE,municipio,440,-21.874671,-51.728164,482.7699890136719,0.711
5244,SP,353850,3526,RRAS17,35172,CIRCUITO DA FE E VALE HISTORICO,PIQUETE,3,35,SUDESTE,municipio,645,-22.606881,-45.186919,176.0,0.757
5245,SP,353860,3527,RRAS16,35071,BRAGANCA,PIRACAIA,3,35,SUDESTE,municipio,792,-23.052545,-46.359374,385.57000732421875,0.739
5246,SP,353870,3529,RRAS14,35103,PIRACICABA,PIRACICABA,3,35,SUDESTE,municipio,547,-22.733801,-47.647612,1378.0699462890625,0.785
5247,SP,353880,3518,RRAS9,35061,VALE DO JURUMIRIM,PIRAJU,3,35,SUDESTE,municipio,646,-23.198066,-49.380335,504.5,0.758
5248,SP,353890,3518,RRAS9,35062,BAURU,PIRAJUI,3,35,SUDESTE,municipio,468,-21.998986,-49.460777,823.3499755859375,0.749
5250,SP,353910,3522,RRAS5,35014,ROTA DOS BANDEIRANTES,PIRAPORA DO BOM JESUS,3,35,SUDESTE,municipio,665,-23.396487,-46.999103,108.48999786376953,0.727
5251,SP,353920,3532,RRAS11,35112,ALTA SOROCABANA,PIRAPOZINHO,3,35,SUDESTE,municipio,487,-22.271125,-51.497635,477.6700134277344,0.776
5252,SP,353930,3529,RRAS14,35101,ARARAS,PIRASSUNUNGA,3,35,SUDESTE,municipio,627,-21.995982,-47.425746,727.1199951171875,0.801
5253,SP,353940,3518,RRAS9,35062,BAURU,PIRATININGA,3,35,SUDESTE,municipio,516,-22.41416,-49.133869,402.4100036621094,0.779
5254,SP,353950,3530,RRAS13,35131,HORIZONTE VERDE,PITANGUEIRAS,3,35,SUDESTE,municipio,512,-21.013203,-48.220951,430.6400146484375,0.723
5255,SP,353960,3531,RRAS12,35156,JOSE BONIFACIO,PLANALTO,3,35,SUDESTE,municipio,434,-21.034249,-49.933034,289.79998779296875,0.719
5256,SP,353970,3533,RRAS10,35092,ASSIS,PLATINA,3,35,SUDESTE,municipio,466,-22.637142,-50.210422,326.7300109863281,0.719
5257,SP,353980,3525,RRAS2,35011,ALTO DO TIETE,POA,3,35,SUDESTE,municipio,760,-23.533285,-46.347292,17.260000228881836,0.771
5258,SP,353990,3531,RRAS12,35156,JOSE BONIFACIO,POLONI,3,35,SUDESTE,municipio,548,-20.782909,-49.825756,135.0399932861328,0.766
5259,SP,354000,3533,RRAS10,35093,MARILIA,POMPEIA,3,35,SUDESTE,municipio,597,-22.10704,-50.175964,783.5499877929688,0.786
5261,SP,354020,3530,RRAS13,35131,HORIZONTE VERDE,PONTAL,3,35,SUDESTE,municipio,515,-21.021565,-48.042261,356.3699951171875,0.725
5262,SP,354025,3531,RRAS12,35153,JALES,PONTALINDA,3,35,SUDESTE,municipio,435,-20.439624,-50.525754,209.52999877929688,0.702
5263,SP,354030,3531,RRAS12,35157,VOTUPORANGA,PONTES GESTAL,3,35,SUDESTE,municipio,449,-20.172692,-49.706355,217.50999450683594,0.732
5264,SP,354040,3531,RRAS12,35154,FERNANDOPOLIS,POPULINA,3,35,SUDESTE,municipio,443,-19.945297,-50.538035,315.94000244140625,0.714
5265,SP,354050,3518,RRAS9,35063,POLO CUESTA,PORANGABA,3,35,SUDESTE,municipio,525,-23.17615,-48.119464,265.69000244140625,0.703
5266,SP,354060,3519,RRAS8,35163,SOROCABA,PORTO FELIZ,3,35,SUDESTE,municipio,523,-23.209318,-47.52512,556.6900024414062,0.758
5267,SP,354070,3530,RRAS13,35034,CORACAO DO DRS III,PORTO FERREIRA,3,35,SUDESTE,municipio,558,-21.849814,-47.487034,244.91000366210938,0.751
5268,SP,354075,3526,RRAS17,35172,CIRCUITO DA FE E VALE HISTORICO,POTIM,3,35,SUDESTE,municipio,535,-22.834327,-45.255205,44.470001220703125,0.697
5269,SP,354080,3531,RRAS12,35155,SAO JOSE DO RIO PRETO,POTIRENDABA,3,35,SUDESTE,municipio,469,-21.042789,-49.381509,342.3800048828125,0.747
5270,SP,354085,3533,RRAS10,35091,ADAMANTINA,PRACINHA,3,35,SUDESTE,municipio,402,-21.849563,-51.086791,63.04999923706055,0.696
5271,SP,354090,3530,RRAS13,35131,HORIZONTE VERDE,PRADOPOLIS,3,35,SUDESTE,municipio,538,-21.362578,-48.067869,167.3800048828125,0.733
5272,SP,354100,3520,RRAS7,35041,BAIXADA SANTISTA,PRAIA GRANDE,3,35,SUDESTE,municipio,3,-24.008378,-46.412057,147.07000732421875,0.754
5273,SP,354105,3518,RRAS9,35063,POLO CUESTA,PRATANIA,3,35,SUDESTE,municipio,685,-22.811183,-48.663618,175.10000610351562,0.701
5274,SP,354110,3518,RRAS9,35062,BAURU,PRESIDENTE ALVES,3,35,SUDESTE,municipio,576,-22.09991,-49.438133,286.8699951171875,0.735
5275,SP,354120,3532,RRAS11,35112,ALTA SOROCABANA,PRESIDENTE BERNARDES,3,35,SUDESTE,municipio,429,-22.008198,-51.556507,749.22998046875,0.757
5276,SP,354130,3532,RRAS11,35114,EXTREMO OESTE PAULISTA,PRESIDENTE EPITACIO,3,35,SUDESTE,municipio,310,-21.765074,-52.11114,1260.280029296875,0.750
5277,SP,354140,3532,RRAS11,35112,ALTA SOROCABANA,PRESIDENTE PRUDENTE,3,35,SUDESTE,municipio,475,-22.120654,-51.392526,560.6400146484375,0.806
5278,SP,354150,3532,RRAS11,35114,EXTREMO OESTE PAULISTA,PRESIDENTE VENCESLAU,3,35,SUDESTE,municipio,422,-21.873233,-51.844744,755.2000122070312,0.763
5279,SP,354160,3518,RRAS9,35065,LINS,PROMISSAO,3,35,SUDESTE,municipio,426,-21.535572,-49.85989,779.9099731445312,0.743
5280,SP,354165,3519,RRAS8,35161,ITAPETININGA,QUADRA,3,35,SUDESTE,municipio,638,-23.299332,-48.054657,205.6699981689453,0.678
5281,SP,354170,3532,RRAS11,35113,ALTO CAPIVARI,QUATA,3,35,SUDESTE,municipio,550,-22.24559,-50.696605,650.719970703125,0.738
5283,SP,354190,3526,RRAS17,35172,CIRCUITO DA FE E VALE HISTORICO,QUELUZ,3,35,SUDESTE,municipio,497,-22.531171,-44.778105,249.8300018310547,0.722
5284,SP,354200,3533,RRAS10,35093,MARILIA,QUINTANA,3,35,SUDESTE,municipio,595,-22.069172,-50.307028,318.94000244140625,0.732
5285,SP,354210,3529,RRAS14,35103,PIRACICABA,RAFARD,3,35,SUDESTE,municipio,515,-23.010508,-47.531795,121.6500015258789,0.745
5286,SP,354220,3532,RRAS11,35113,ALTO CAPIVARI,RANCHARIA,3,35,SUDESTE,municipio,519,-22.22691,-50.893041,1586.260009765625,0.751
5287,SP,354230,3526,RRAS17,35174,VALE DO PARAIBA/REGIAO SERRANA,REDENCAO DA SERRA,3,35,SUDESTE,municipio,730,-23.263763,-45.54222,309.44000244140625,0.657
5288,SP,354240,3532,RRAS11,35112,ALTA SOROCABANA,REGENTE FEIJO,3,35,SUDESTE,municipio,504,-22.218131,-51.30545,263.2799987792969,0.768
5289,SP,354250,3518,RRAS9,35062,BAURU,REGINOPOLIS,3,35,SUDESTE,municipio,391,-21.891372,-49.226782,410.82000732421875,0.728
5290,SP,354260,3520,RRAS7,35121,VALE DO RIBEIRA,REGISTRO,3,35,SUDESTE,municipio,25,-24.497942,-47.844895,722.27001953125,0.754
5291,SP,354270,3530,RRAS13,35081,TRES COLINAS,RESTINGA,3,35,SUDESTE,municipio,910,-20.605593,-47.483254,245.75,0.705
5292,SP,354280,3519,RRAS8,35162,ITAPEVA,RIBEIRA,3,35,SUDESTE,municipio,167,-24.65171,-49.004409,335.75,0.698
5293,SP,354290,3530,RRAS13,35034,CORACAO DO DRS III,RIBEIRAO BONITO,3,35,SUDESTE,municipio,590,-22.068536,-48.182041,471.54998779296875,0.712
5294,SP,354300,3519,RRAS8,35162,ITAPEVA,RIBEIRAO BRANCO,3,35,SUDESTE,municipio,875,-24.22058,-48.763545,697.5,0.639
5295,SP,354310,3530,RRAS13,35081,TRES COLINAS,RIBEIRAO CORRENTE,3,35,SUDESTE,municipio,855,-20.457872,-47.590394,148.3300018310547,0.711
5296,SP,354320,3533,RRAS10,35094,OURINHOS,RIBEIRAO DO SUL,3,35,SUDESTE,municipio,479,-22.789013,-49.933037,203.25,0.747
5297,SP,354323,3532,RRAS11,35112,ALTA SOROCABANA,RIBEIRAO DOS INDIOS,3,35,SUDESTE,municipio,386,-21.838201,-51.610343,196.4499969482422,0.721
5298,SP,354325,3519,RRAS8,35161,ITAPETININGA,RIBEIRAO GRANDE,3,35,SUDESTE,municipio,690,-24.10114,-48.367931,333.3599853515625,0.705
5299,SP,354330,3534,RRAS1,35015,GRANDE ABC,RIBEIRAO PIRES,3,35,SUDESTE,municipio,763,-23.706669,-46.405805,99.08000183105469,0.784
5300,SP,354340,3530,RRAS13,35132,AQUIFERO GUARANI,RIBEIRAO PRETO,3,35,SUDESTE,municipio,546,-21.169923,-47.809875,650.9199829101562,0.800
5301,SP,354350,3519,RRAS8,35162,ITAPEVA,RIVERSUL,3,35,SUDESTE,municipio,587,-23.829003,-49.428965,386.20001220703125,0.664
5302,SP,354360,3530,RRAS13,35081,TRES COLINAS,RIFAINA,3,35,SUDESTE,municipio,575,-20.080256,-47.429109,162.50999450683594,0.740
5303,SP,354370,3530,RRAS13,35031,CENTRAL DO DRS III,RINCAO,3,35,SUDESTE,municipio,530,-21.589429,-48.072838,316.6400146484375,0.734
5304,SP,354380,3533,RRAS10,35095,TUPA,RINOPOLIS,3,35,SUDESTE,municipio,425,-21.728402,-50.723908,358.30999755859375,0.723
5305,SP,354390,3529,RRAS14,35104,RIO CLARO,RIO CLARO,3,35,SUDESTE,municipio,625,-22.398378,-47.554632,498.4200134277344,0.803
5306,SP,354400,3529,RRAS14,35103,PIRACICABA,RIO DAS PEDRAS,3,35,SUDESTE,municipio,625,-22.841723,-47.604657,226.66000366210938,0.759
5307,SP,354410,3534,RRAS1,35015,GRANDE ABC,RIO GRANDE DA SERRA,3,35,SUDESTE,municipio,739,-23.743724,-46.397084,36.34000015258789,0.749
5308,SP,354420,3531,RRAS12,35157,VOTUPORANGA,RIOLANDIA,3,35,SUDESTE,municipio,438,-19.986789,-49.683582,631.9000244140625,0.703
5309,SP,354425,3532,RRAS11,35115,PONTAL DO PARANAPANEMA,ROSANA,3,35,SUDESTE,municipio,236,-22.578173,-53.060296,744.010009765625,0.764
5310,SP,354430,3526,RRAS17,35172,CIRCUITO DA FE E VALE HISTORICO,ROSEIRA,3,35,SUDESTE,municipio,551,-22.893834,-45.306993,130.64999389648438,0.737
5311,SP,354440,3531,RRAS12,35021,CENTRAL DO DRS II,RUBIACEA,3,35,SUDESTE,municipio,420,-21.300568,-50.729564,236.52999877929688,0.721
5312,SP,354450,3531,RRAS12,35152,SANTA FE DO SUL,RUBINEIA,3,35,SUDESTE,municipio,317,-20.175906,-51.007034,242.8800048828125,0.759
5313,SP,354460,3518,RRAS9,35065,LINS,SABINO,3,35,SUDESTE,municipio,412,-21.45934,-49.575546,305.2900085449219,0.728
5314,SP,354470,3533,RRAS10,35091,ADAMANTINA,SAGRES,3,35,SUDESTE,municipio,419,-21.88232,-50.959381,147.94000244140625,0.730
5315,SP,354480,3531,RRAS12,35151,CATANDUVA,SALES,3,35,SUDESTE,municipio,448,-21.342738,-49.489658,308.45001220703125,0.751
5316,SP,354490,3530,RRAS13,35082,ALTA ANHANGUERA,SALES OLIVEIRA,3,35,SUDESTE,municipio,730,-20.769612,-47.836873,305.7799987792969,0.772
5317,SP,354500,3525,RRAS2,35011,ALTO DO TIETE,SALESOPOLIS,3,35,SUDESTE,municipio,806,-23.528805,-45.84653,425.0,0.732
5318,SP,354510,3533,RRAS10,35091,ADAMANTINA,SALMOURAO,3,35,SUDESTE,municipio,461,-21.626729,-50.861366,173.05999755859375,0.719
5319,SP,354515,3529,RRAS14,35103,PIRACICABA,SALTINHO,3,35,SUDESTE,municipio,595,-22.844167,-47.675371,99.73999786376953,0.791
5320,SP,354520,3519,RRAS8,35163,SOROCABA,SALTO,3,35,SUDESTE,municipio,555,-23.199592,-47.293087,133.05999755859375,0.780
5321,SP,354530,3519,RRAS8,35163,SOROCABA,SALTO DE PIRAPORA,3,35,SUDESTE,municipio,630,-23.647387,-47.574322,280.70001220703125,0.729
5322,SP,354540,3533,RRAS10,35094,OURINHOS,SALTO GRANDE,3,35,SUDESTE,municipio,396,-22.889389,-49.983134,188.3699951171875,0.704
5323,SP,354550,3532,RRAS11,35112,ALTA SOROCABANA,SANDOVALINA,3,35,SUDESTE,municipio,424,-22.455099,-51.764822,455.8599853515625,0.709
5324,SP,354560,3531,RRAS12,35151,CATANDUVA,SANTA ADELIA,3,35,SUDESTE,municipio,618,-21.242662,-48.80634,330.2699890136719,0.760
5325,SP,354570,3531,RRAS12,35153,JALES,SANTA ALBERTINA,3,35,SUDESTE,municipio,420,-20.031131,-50.729713,272.4700012207031,0.728
5326,SP,354580,3528,RRAS15,35072,REGIAO METROPOLITANA DE CAMPINAS,SANTA BARBARA D'OESTE,3,35,SUDESTE,municipio,565,-22.755256,-47.414308,271.0299987792969,0.781
5327,SP,354600,3526,RRAS17,35171,ALTO VALE DO PARAIBA,SANTA BRANCA,3,35,SUDESTE,municipio,648,-23.393311,-45.887521,272.239990234375,0.735
5328,SP,354610,3531,RRAS12,35152,SANTA FE DO SUL,SANTA CLARA D'OESTE,3,35,SUDESTE,municipio,401,-20.090041,-50.949109,183.4600067138672,0.733
5329,SP,354620,3529,RRAS14,35101,ARARAS,SANTA CRUZ DA CONCEICAO,3,35,SUDESTE,municipio,645,-22.140542,-47.451196,150.1300048828125,0.790
5330,SP,354625,3530,RRAS13,35133,VALE DAS CACHOEIRAS,SANTA CRUZ DA ESPERANCA,3,35,SUDESTE,municipio,612,-21.295065,-47.430381,148.05999755859375,0.743
5331,SP,354630,3528,RRAS15,35142,MANTIQUEIRA,SANTA CRUZ DAS PALMEIRAS,3,35,SUDESTE,municipio,635,-21.823475,-47.248023,295.3399963378906,0.728
5332,SP,354640,3533,RRAS10,35094,OURINHOS,SANTA CRUZ DO RIO PARDO,3,35,SUDESTE,municipio,467,-22.89875,-49.635444,1114.97998046875,0.762
5333,SP,354650,3530,RRAS13,35033,NORTE DO DRS III,SANTA ERNESTINA,3,35,SUDESTE,municipio,570,-21.461769,-48.395317,134.4199981689453,0.738
5334,SP,354660,3531,RRAS12,35152,SANTA FE DO SUL,SANTA FE DO SUL,3,35,SUDESTE,municipio,370,-20.208252,-50.931958,206.5399932861328,0.784
5335,SP,354670,3529,RRAS14,35104,RIO CLARO,SANTA GERTRUDES,3,35,SUDESTE,municipio,595,-22.457229,-47.52716,98.29000091552734,0.737
5337,SP,354690,3530,RRAS13,35031,CENTRAL DO DRS III,SANTA LUCIA,3,35,SUDESTE,municipio,705,-21.684982,-48.088469,154.02999877929688,0.737
5338,SP,354700,3529,RRAS14,35103,PIRACICABA,SANTA MARIA DA SERRA,3,35,SUDESTE,municipio,495,-22.566088,-48.159288,252.6199951171875,0.686
5339,SP,354710,3532,RRAS11,35111,ALTA PAULISTA,SANTA MERCEDES,3,35,SUDESTE,municipio,351,-21.349521,-51.756353,166.75,0.739
